month,julian,reach,catch0,catch1,catch01,discharge,habitat,effort,eC0,eC1,eC01,f0,f1,theta,p0,N0_adjusted,N1_adjusted,N_adjusted,N0,N1,N
6,62,1,0.0,11.0,11.0,0.351,1,606.0,143.70411183768422,20.673841248794528,164.37795308647875,0.32295266562080827,0.3033011889833132,0.003076923076923077,0.417963368080902,345999.4927775848,43128.67662185391,389128.1693994387,207871.26985215113,66423.57207017325,274294.8419223244
6,62,1,0.0,35.0,35.0,0.351,2,1504.25,55.92930757484061,8.623488055089483,64.55279562993009,0.12569242965032693,0.12651321778165187,0.003076923076923077,0.417963368080902,345999.4927775848,43128.67662185391,389128.1693994387,207871.26985215113,66423.57207017325,274294.8419223244
6,63,2,0.0,14.0,14.0,0.509,1,297.25,1007.120767154615,16.99535657322156,1024.1161237278366,0.17283130868928878,0.19700488747241152,0.0023391812865497076,0.417963368080902,5960147.830523217,71800.10944342928,6031947.939966646,5604216.774922358,160361.35811372538,5764578.133036084
6,63,2,0.0,4.0,4.0,0.509,2,504.75,245.84453674487466,3.5972273658527785,249.44176411072743,0.04218921345428432,0.041697940809262674,0.0023391812865497076,0.417963368080902,5960147.830523217,71800.10944342928,6031947.939966646,5604216.774922358,160361.35811372538,5764578.133036084
6,63,3,0.0,40.0,40.0,0.509,1,429.0,298.11513576389854,172.5067325957552,470.6218683596537,0.11866134568585607,0.13525827716894318,0.002171552660152009,0.417963368080902,2768000.546634881,1143424.6212452601,3911425.167880141,7473756.034394614,9016809.605189834,16490565.639584448
6,63,3,0.0,458.0,458.0,0.509,2,1383.25,138.18215427013334,69.33181661552469,207.513970885658,0.05500183790886283,0.054361368552404726,0.002171552660152009,0.417963368080902,2768000.546634881,1143424.6212452601,3911425.167880141,7473756.034394614,9016809.605189834,16490565.639584448
6,70,3,0.0,75.0,75.0,0.151,1,476.5,324.5893827604746,101.14503306141802,425.73441582189264,0.1385331389540491,0.08709771585568121,0.002171552660152009,0.417963368080902,2581499.5257001766,1041125.6266942793,3622625.152394456,7473756.034394614,9016809.605189834,16490565.639584448
6,70,3,0.0,1.0,1.0,0.151,2,1912.75,276.7679706219038,143.40215743295758,420.1701280548614,0.11812319739517753,0.1234860475412879,0.002171552660152009,0.417963368080902,2581499.5257001766,1041125.6266942793,3622625.152394456,7473756.034394614,9016809.605189834,16490565.639584448
6,71,3,0.0,8.0,8.0,0.16,1,37.0,24.828614545036594,7.908198117175488,32.73681266221208,0.010702853545766245,0.006901677480097092,0.002171552660152009,0.417963368080902,2555902.706620616,1027278.5543154945,3583181.2609361103,7473756.034394614,9016809.605189834,16490565.639584448
6,71,3,0.0,29.0,29.0,0.16,2,2368.5,328.87875764200663,169.54591951263993,498.4246771546466,0.14176953655513605,0.14796686137659323,0.002171552660152009,0.417963368080902,2555902.706620616,1027278.5543154945,3583181.2609361103,7473756.034394614,9016809.605189834,16490565.639584448
7,92,1,32.0,1.0,33.0,0.268,1,151.0,21.17082573306922,3.6578069100415904,24.828632643110808,0.08059699468155612,0.06613428472750232,0.003076923076923077,0.417963368080902,204250.9522819043,34995.57899421796,239246.53127612226,207871.26985215113,66423.57207017325,274294.8419223244
7,92,1,43.0,11.0,54.0,0.268,2,1194.25,28.430748943650965,6.113776853630627,34.544525797281594,0.10823540613367923,0.11053898391641012,0.003076923076923077,0.417963368080902,204250.9522819043,34995.57899421796,239246.53127612226,207871.26985215113,66423.57207017325,274294.8419223244
7,93,2,6772.0,3.0,6775.0,0.505,1,636.75,1802.73684056834,29.05077123696212,1831.7876118053023,0.3698779690628752,0.41984871813757524,0.0025364616360177557,0.417963368080902,4597347.70603722,53109.5038155749,4650457.209852794,5604216.774922358,160361.35811372538,5764578.133036084
7,93,2,33.0,0.0,33.0,0.505,2,1638.75,668.0255406354829,9.376414933563435,677.4019555690463,0.13706267309347459,0.13551019897103048,0.0025364616360177557,0.417963368080902,4597347.70603722,53109.5038155749,4650457.209852794,5604216.774922358,160361.35811372538,5764578.133036084
7,93,2,14.0,11.0,25.0,0.505,1,348.5,986.65691234875,15.89979391610726,1002.5567062648572,0.2024381189138783,0.22978763764577143,0.0025364616360177557,0.417963368080902,4597347.70603722,53109.5038155749,4650457.209852794,5604216.774922358,160361.35811372538,5764578.133036084
7,93,2,103.0,10.0,113.0,0.505,2,1906.5,777.1720477324473,10.90839668701064,788.0804444194579,0.15945689473849536,0.15765076694936359,0.0025364616360177557,0.417963368080902,4597347.70603722,53109.5038155749,4650457.209852794,5604216.774922358,160361.35811372538,5764578.133036084
7,94,2,5753.0,0.0,5753.0,0.0437,1,484.5,1097.904313946737,6.375763930249463,1104.2800778769863,0.22722124991697218,0.0930748808502007,0.0025364616360177557,0.417963368080902,4557734.563354703,52578.37366746393,4610312.937022166,5604216.774922358,160361.35811372538,5764578.133036084
7,94,2,8.0,11.0,19.0,0.0437,2,4980.5,4831.87340245649,68.50144606159563,4900.374848518086,1.0,1.0,0.0025364616360177557,0.417963368080902,4557734.563354703,52578.37366746393,4610312.937022166,5604216.774922358,160361.35811372538,5764578.133036084
7,96,2,259.0,0.0,259.0,0.0111,1,110.75,235.8475091524375,1.0990836204991994,236.9465927729367,0.04966293616025374,0.01637047145843026,0.0025364616360177557,0.417963368080902,4479529.319352176,51531.99520901612,4531061.314561192,5604216.774922358,160361.35811372538,5764578.133036084
7,96,2,6599.0,23.0,6622.0,0.0111,2,575.25,1767.4362666028521,25.396712264087263,1792.8329788669394,0.37217299767572076,0.3782752699638736,0.0025364616360177557,0.417963368080902,4479529.319352176,51531.99520901612,4531061.314561192,5604216.774922358,160361.35811372538,5764578.133036084
7,96,3,50.0,31.0,81.0,0.0111,1,269.5,266.49819792489956,39.83029037963339,306.3284883045329,0.09727965752242557,0.03206644592695789,0.003289902280130293,0.417963368080902,1992282.9816165112,735047.4133340333,2727330.3949505445,7473756.034394614,9016809.605189834,16490565.639584448
7,96,3,3.0,8784.0,8787.0,0.0111,2,1131.75,1614.6767287282826,744.113316612699,2358.7900453409816,0.5894043577149527,0.5990684276530257,0.003289902280130293,0.417963368080902,1992282.9816165112,735047.4133340333,2727330.3949505445,7473756.034394614,9016809.605189834,16490565.639584448
8,123,2,243.0,0.0,243.0,0.224,1,68.75,182.33430004848273,1.8678849771847883,184.20218502566752,0.036423899934771194,0.027408193769522707,0.0033774275260343356,0.417963368080902,3546154.6477028034,39284.33281510397,3585438.9805179075,5604216.774922358,160361.35811372538,5764578.133036084
8,123,2,15.0,0.0,15.0,0.224,2,3068.5,1469.7519539569735,20.616930111644557,1490.368884068618,0.29360410019194694,0.3025201349840715,0.0033774275260343356,0.417963368080902,3546154.6477028034,39284.33281510397,3585438.9805179075,5604216.774922358,160361.35811372538,5764578.133036084
8,124,3,161.0,320.0,481.0,0.924,1,378.0,255.25878460357904,165.36596536646832,420.62474997004733,0.10592132197924042,0.16657105991274462,0.0038254677675933634,0.417963368080902,1507212.6737212094,505240.0172318093,2012452.6909530186,7473756.034394614,9016809.605189834,16490565.639584448
8,124,3,69.0,9.0,78.0,0.924,2,1858.0,164.0483047804666,66.12481116030244,230.17311594076904,0.06807292974377319,0.06660669175239547,0.0038254677675933634,0.417963368080902,1507212.6737212094,505240.0172318093,2012452.6909530186,7473756.034394614,9016809.605189834,16490565.639584448
8,124,3,47.0,200.0,247.0,0.924,1,230.75,155.82265753247583,100.9476098103507,256.7702673428265,0.06465964298071357,0.10168325945731699,0.0038254677675933634,0.417963368080902,1507212.6737212094,505240.0172318093,2012452.6909530186,7473756.034394614,9016809.605189834,16490565.639584448
8,124,3,23.0,0.0,23.0,0.924,2,2931.25,258.8087154939412,104.3209648620218,363.129680355963,0.10739438929571321,0.10508119763143661,0.0038254677675933634,0.417963368080902,1507212.6737212094,505240.0172318093,2012452.6909530186,7473756.034394614,9016809.605189834,16490565.639584448
8,125,3,636.0,112.0,748.0,0.427,1,97.75,64.47407973909688,27.504793221224954,91.97887296032184,0.027021881127744327,0.028078681959458854,0.0038254677675933634,0.417963368080902,1492267.929498102,498520.27572522394,1990788.205223326,7473756.034394614,9016809.605189834,16490565.639584448
8,125,3,0.0,9.0,9.0,0.427,2,1048.0,103.2140182475542,42.21563990999776,145.42965815755196,0.04325826662572712,0.04309647112100973,0.0038254677675933634,0.417963368080902,1492267.929498102,498520.27572522394,1990788.205223326,7473756.034394614,9016809.605189834,16490565.639584448
9,154,2,11.0,0.0,11.0,0.157,1,516.75,1023.9797059398628,8.537064929709864,1032.5167708695726,0.26463515958575834,0.16923373942726003,0.0034139402560455214,0.417963368080902,2711750.12171085,28767.45378301892,2740517.575493869,5604216.774922358,160361.35811372538,5764578.133036084
9,154,2,0.0,0.0,0.0,0.157,2,805.0,332.8875686484739,4.532054104481809,337.4196227529557,0.0860307624676476,0.08984076725467575,0.0034139402560455214,0.417963368080902,2711750.12171085,28767.45378301892,2740517.575493869,5604216.774922358,160361.35811372538,5764578.133036084
9,155,2,38.0,4.0,42.0,0.0229,1,459.75,805.5124010191786,3.770334467978071,809.2827354871566,0.20998426300048972,0.07549589535733724,0.0034139402560455214,0.417963368080902,2688384.2700591246,28479.760227424642,2716864.030286549,5604216.774922358,160361.35811372538,5764578.133036084
9,155,2,3.0,15.0,18.0,0.0229,2,1741.0,2313.6584740509384,30.99559767123829,2344.6540717221765,0.6031339416919252,0.6206453083142071,0.0034139402560455214,0.417963368080902,2688384.2700591246,28479.760227424642,2716864.030286549,5604216.774922358,160361.35811372538,5764578.133036084
9,155,3,282.0,2.0,284.0,0.0229,1,181.0,156.8654050945345,20.893460206827285,177.7588653013618,0.06288121686864943,0.022607759747436472,0.0053932824264431006,0.417963368080902,1106661.6349365788,333607.1766707227,1440268.8116073015,7473756.034394614,9016809.605189834,16490565.639584448
9,155,3,0.0,133.0,133.0,0.0229,2,436.5,286.934544203786,109.38534651853118,396.31989072231715,0.11502085683144671,0.11836036776584088,0.0053932824264431006,0.417963368080902,1106661.6349365788,333607.1766707227,1440268.8116073015,7473756.034394614,9016809.605189834,16490565.639584448
9,156,3,571.0,43.0,614.0,0.0527,1,339.25,271.2468527605745,43.09779990974985,314.3446526703243,0.10982120425191784,0.04726255265713133,0.0053932824264431006,0.417963368080902,1095688.5484146748,329170.16868340696,1424858.7170980817,7473756.034394614,9016809.605189834,16490565.639584448
9,156,3,2506.0,0.0,2506.0,0.0527,2,2196.5,692.8303837548326,267.68665065311745,960.5170344079501,0.2805100457826707,0.29355453059314907,0.0053932824264431006,0.417963368080902,1095688.5484146748,329170.16868340696,1424858.7170980817,7473756.034394614,9016809.605189834,16490565.639584448
10,184,2,0.0,0.0,6.0,0.16,1,637.25,668.5228913983495,5.389469359161474,673.912360757511,0.3268994528298971,0.21079935198633407,0.0023391812865497076,0.417963368080902,2091702.849642089,21278.870022578154,2112981.7196646673,5604216.774922358,160361.35811372538,5764578.133036084
10,184,2,0.0,0.0,1762.0,0.16,2,2112.0,458.4711629710292,5.982300343081708,464.4534633141109,0.22418674699384575,0.23398686432191762,0.0023391812865497076,0.417963368080902,2091702.849642089,21278.870022578154,2112981.7196646673,5604216.774922358,160361.35811372538,5764578.133036084
10,185,2,0.0,0.0,5.0,0.0544,1,500.0,480.9275608677871,2.6070797951426643,483.5346406629298,0.23721158734387945,0.10300129467267004,0.0023391812865497076,0.417963368080902,2073679.6482811198,21066.067255186983,2094745.7155363068,5604216.774922358,160361.35811372538,5764578.133036084
10,185,2,0.0,0.0,1362.0,0.0544,2,1260.75,467.79846847761354,6.115016146699321,473.91348462431284,0.2307358244646676,0.24159390181605286,0.0023391812865497076,0.417963368080902,2073679.6482811198,21066.067255186983,2094745.7155363068,5604216.774922358,160361.35811372538,5764578.133036084
10,189,2,0.0,0.0,393.0,0.288,1,559.25,595.9273355726947,6.290070165071722,602.2174057377664,0.3042866026990912,0.25870464790271225,0.0023391812865497076,0.417963368080902,2003126.4920796785,20235.926100362743,2023362.4181800412,5604216.774922358,160361.35811372538,5764578.133036084
10,189,2,0.0,0.0,13.0,0.288,2,1626.0,287.580242932759,3.632398797744831,291.21264173050383,0.14684141824320454,0.14939713347412187,0.0023391812865497076,0.417963368080902,2003126.4920796785,20235.926100362743,2023362.4181800412,5604216.774922358,160361.35811372538,5764578.133036084
10,190,3,0.0,0.0,11.0,0.0476,1,270.25,62.6242809555115,8.616159834409963,71.24044078992146,0.08836696152890791,0.03699693265258658,0.002171552660152009,0.417963368080902,780807.9823386129,208791.76680758057,989599.7491461935,7473756.034394614,9016809.605189834,16490565.639584448
10,190,3,0.0,0.0,56.0,0.0476,2,329.0,32.361020635087556,11.108834830133453,43.46985546522101,0.04566351935487257,0.04770023095646302,0.002171552660152009,0.417963368080902,780807.9823386129,208791.76680758057,989599.7491461935,7473756.034394614,9016809.605189834,16490565.639584448
11,215,1,0.0,0.0,14.0,0.718,1,340.75,5.607408854659243,5.968108195316562,11.575517049975804,0.1853019115586687,0.2541731456423673,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,4.0,0.718,2,862.5,1.920727220617866,1.4590774040120793,3.379804624629945,0.06347217311745104,0.06214000842083901,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,0.0,0.531,1,378.75,6.159886391539686,5.572323875247995,11.732210266787682,0.2035590328656172,0.23731726060551483,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,0.0,0.531,2,1743.5,4.042281318840441,3.0948911864981254,7.137172505338567,0.13358085255663932,0.1318069650463738,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,2.0,0.37,1,223.75,3.6097947027223256,2.702427129006687,6.312221831729012,0.11928894005883073,0.11509248521800086,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,17.0,0.37,2,2802.0,6.990296250382587,5.443934936649817,12.434231187032404,0.23100067983824638,0.2318493603394318,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,3.0,0.723,1,570.5,9.390972972434833,10.032762438682227,19.423735411117057,0.3103332195479289,0.4272809247197619,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,31.0,0.723,2,1660.0,3.6939190553858183,2.8058285788836193,6.499747634269438,0.12206890559393314,0.11949620427252906,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,14.0,0.971,1,108.5,1.8083343711797992,2.266242119531733,4.074576490711532,0.05975804946672163,0.09651599291725863,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,1,0.0,0.0,0.0,0.971,2,591.75,1.2818933922058862,0.9737238269378697,2.255617219143756,0.04236132983112247,0.04146949753255852,0.003076923076923077,0.417963368080902,23530.300006933536,14856.827882826427,38387.12788975996,207871.26985215113,66423.57207017325,274294.8419223244
11,215,2,0.0,0.0,4.0,0.504,1,165.25,150.07964273156156,2.0373411062676694,152.11698383782922,0.09596827772704838,0.10881905992727382,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,81.0,0.504,2,2931.25,383.46418980100697,4.539182342494086,388.00337214350105,0.24520579337347764,0.24244813685302985,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,87.0,0.523,1,169.5,154.62415929635156,2.140752946258414,156.76491224260997,0.09887426430782015,0.11434252341530891,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,48.0,0.523,2,855.5,111.58450427706957,1.3189089002192984,112.90341317728887,0.07135259987026096,0.07044594850123366,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,176.0,0.583,1,213.75,197.53520485037112,2.89849743856138,200.4337022889325,0.12631368955120223,0.1548153941897745,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,0.0,0.583,2,2415.5,312.69466664567807,3.682006156464467,316.37667280214254,0.19995229243778337,0.19666439132861485,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,59.0,0.478,1,372.5,336.16067695494206,4.4371742307729685,340.59785118571506,0.21495760930499652,0.2369996497104993,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,26.0,0.478,2,1503.75,197.63237833672085,2.344729912560442,199.9771082492813,0.1263758270400447,0.1252374008864984,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,461.0,0.344,1,361.5,313.8094452162195,3.492300384354127,317.3017456005736,0.20066513648188358,0.18653177106177934,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,2,0.0,0.0,26.0,0.344,2,430.5,58.91343561643862,0.7106914507919173,59.62412706723054,0.03767213759434126,0.0379596599389313,0.0023391812865497076,0.417963368080902,1599528.5092189354,15582.265653090835,1615110.7748720262,5604216.774922358,160361.35811372538,5764578.133036084
11,215,3,0.0,0.0,48.0,0.119,1,431.0,70.79938093239105,12.15148374996747,82.95086468235851,0.12816514191490475,0.0729212577626281,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,19.0,0.119,2,1122.5,44.007786738508,13.943125409592271,57.95091214810027,0.07966544563557468,0.08367292940767414,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,3.0,0.985,1,181.0,28.06326758054325,13.77809150464826,41.84135908519151,0.05080175313243099,0.08268255817650433,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,19.0,0.985,2,4616.5,92.87858546502723,27.432586728359798,120.31117219338702,0.168134197364638,0.16462341299841107,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,4.0,0.135,1,597.5,96.95206938967989,17.528219210055163,114.48028859973505,0.1755082540077285,0.10518713742588874,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,11.0,0.135,2,1964.5,71.39876010355574,22.574323801900114,93.97308390545587,0.1292501728222586,0.13546889570418064,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,66.0,0.523,1,434.5,66.40857854674547,23.166707418342433,89.57528596508791,0.12021665700634382,0.13902379972066042,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,316.0,0.523,2,2772.0,60.57645512601996,18.041211431508824,78.61766655752878,0.10965900924108557,0.10826561234965645,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,53.0,0.0775,1,131.75,22.633568720346474,3.310792575870747,25.94436129621722,0.040972597625593216,0.019868121769435153,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,151.0,0.0775,2,2403.0,125.90753199404578,39.93751739728143,165.84504939132722,0.22792511027154413,0.23966571164894984,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,50.0,0.575,1,386.25,59.112994227753305,21.693994826183616,80.80698905393692,0.107009767521128,0.13018602675788385,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
11,215,3,0.0,0.0,8.0,0.575,2,555.25,11.933486497980631,3.5421816257480696,15.4756681237287,0.021602688758166157,0.021256691338118403,0.002171552660152009,0.417963368080902,608626.6316374489,149396.52684526014,758023.1584827091,7473756.034394614,9016809.605189834,16490565.639584448
